Data object,Field name,Data type,Display name (en_US),Sample(s),Description,Alternative wording,Category,Business scenarios,Used as identifier (default csv schema)
Order,movementCode,String,Movement code,M1,Code indicating special types of movement activity.,,,,
Order,orderLines,OrderLinesCursor,Order lines,(see object),Reference to order lines associated with the order.,order: PO|sale|sold,,,
Order,orderStatus,String,Order status,Received,"The overall status of the order, considering shipment, invoice, and payment.",order: PO|sale|sold,,,
Order,orderValueCurrency,String,Value currency,USD,Currency designation in ISO 4217 format.,order: PO|sale|sold,,,
Order,owningOrganization,Organization,Owning organization,(see object),Reference to the owning organization ID associated with the order.,organization: buyer|vendor|carrier|supplier|customer|org,,,
Order,paymentStatus,String,Payment status,"None, partial, complete",An indication that if some or all invoices that are associated with the order were referenced in a payment.,,,,
Order,payments,PaymentsCursor,Payments,(see object),Reference to the payments associated with the order.,,,,
Order,plannedDeliveryDate,String,Planned delivery date,2023-06-28T14:30:36+0000,The date and time that the order is planned for delivery (ISO 8601).,planned: expected|requested; delivery: delv|receipt|recieved|deliv; date: time|timestamp,,,
Order,plannedDeliveryDelay,Float,Planned delivery delay,3,A calculated entry. The hours between the planned and requested delivery date.,planned: expected|requested; delivery: delv|receipt|recieved|deliv,,,
Order,plannedShipDate,String,Planned ship date,2023-06-28T14:30:36+0000,The date and time that fulfillment expects to ship the order (ISO 8601).,planned: expected|requested; ship: shipped; date: time|timestamp,,,
Order,plannedShipDelay,Float,Planned ship delay,2,A calculated entry. The hours between the planned and requested send date.,planned: expected|requested; ship: shipped,,,
Order,profitCenter,String,Profit center,B11,"The code that identifies the profit center, which accounts for the order.",,,,
Order,purchasingGroup,String,Purchasing group,42342,Group or department code responsible for the order.,,,,
Order,quantity,Float,Total quantity,5,Quantity of products or materials in the order.,quantity: qty,,,
Order,quantityUnits,String,Quantity units,EA,Units of measure from the source system.  Standard UOM or ISO format.,quantity: qty,,,
Order,requestedDeliveryDate,String,Requested delivery date,2023-06-28T14:30:36+0000,The date and time that the buyer requested the order be delivered (ISO 8601).,requested: expected|planned; delivery: delv|receipt|recieved|deliv; date: time|timestamp,,,
Order,requestedShipDate,String,Requested ship date,2023-06-28T14:30:36+0000,The date and time that the buyer requested the order be shipped (ISO 8601).,requested: expected|planned; ship: shipped; date: time|timestamp,,,
Order,requiredByDate,String,Required by date,2023-06-28T14:30:36+0000,The date and time that the buyer identified the order is required to arrive (ISO 8601).,date: time|timestamp,,,
Order,scacCodeInstructions,String,Scac code instructions,UPSX,Standard Carrier Alpha Code (SCAC) which identifies the expected transportation company.,,,,
Order,seller,Organization,Seller,(see object),Reference to the seller ID associated with the order.,,,,
Order,shipFromInstructionLocation,Location,Ship from instruction location,(see object),Reference to sending from a location associated with the order.,ship: shipped; location: parcel,,,
Order,shipToLocation,Location,Ship to location,(see object),Reference to sending to a location associated with the order.,ship: shipped; location: parcel,,,
Order,shipmentStatus,String,Shipment status,"None, partial, shipped",Indicates whether some or all of the order is sent.,shipment: ship,,,
Order,shipmentStatusByDate,String,Shipment status,FULLY_SHIPPED,A calculated entry. The indication that if some or all of the order is sent.,shipment: ship; date: time|timestamp,,,
Order,shipments,ShipmentsCursor,Shipments,(see object),Reference to shipments associated with the order.,,,,
Order,shipmentsInTransit,Int,Shipments in transit,5,A calculated entry. The number of shipments that are in-transit.,,,,
Order,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
Order,tag,String,Tag,Confirmed,Used to indicate a special condition or situation.,,,,
Order,totalShippedQuantity,Float,Total quantity shipped,5,The number of products or materials that are sent.,shipped: ship; quantity: qty,,,
Order,totalValue,Float,Total value,10850,Total value of products or materials in the order.,,,,
Order,vendor,Organization,Supplier,(see object),Reference to supplier associated with the order.,vendor: buyer|organization|carrier|supplier|customer|org,,,
OrderLine,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Orders and shipments,Risk management|Inbound supply|Manufacturing|Inventory allocation|Fulfillment|Payments and Invoices|ESG management,   --------   
OrderLine,orderLineNumber,String,Order line number,100,Sequential number of the order line.,order: PO|sale|sold; number: num|no.,,,required fields: orderLineNumber
OrderLine,order,Order,Order,(see object),Reference to the order that contains the order line.,order: PO|sale|sold,,,required fields: order.orderIdentifier; order.orderType
OrderLine,ackProductValue,Float,Ack product value,5,Acknowledgment of product value.,ack: acknowledgement; product: creation|prod,,,
OrderLine,ackQuantity,String,Ack quantity,5,An acknowledged quantity.,ack: acknowledgement; quantity: qty,,,
OrderLine,ackQuantityUnits,String,Ack quantity units,USD,Acknowledgment of quantity units.,ack: acknowledgement; quantity: qty,,,
OrderLine,ackStatus,String,Ack status,Item Accepted,Acknowledgment of status.,ack: acknowledgement,,,
OrderLine,ackType,String,Ack type,Acknowledged,A type of acknowledgment.,ack: acknowledgement,,,
OrderLine,ackValueCurrency,String,Ack value currency,EA,Acknowledgment value of currency.,ack: acknowledgement,,,
OrderLine,acknowledgementLine,AcknowledgementLine,Acknowledgement line,(see object),Reference to acknowledgement line associated with the order line.,,,,
OrderLine,actualDeliveredDelay,Float,Actual delivered delay,0,A calculated entry. The hours between the latest shipment date on any shipment and the order line requested shipment date.,,,,
OrderLine,actualShipDelay,Float,Actual ship delay,0,A calculated entry. The hours between the latest shipment date on any shipment and the order line requested shipment date.,ship: shipped,,,
OrderLine,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
OrderLine,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
OrderLine,archived,Boolean,Archived,FALSE,An indication of whether the order line is active or not.,,,,
OrderLine,calculate,String,Calculate,n/a,An indication of whether a calculation is used for this order line.,,,,
OrderLine,calculatedNumValue,Float,Calculated num value,,,,,,
OrderLine,calculatedStringValue,String,Calculated string value,,,,,,
OrderLine,changeCode,String,Change code,99,Change code information that indicates what changed in the order.,,,,
OrderLine,changeStatus,String,Change status,Approved,Change status information that indicates what changed in the order.,,,,
OrderLine,chargeCategory,String,Charge category,R89,Charge category code for accounting purposes.,,,,
OrderLine,createdDate,String,Created date,2023-06-28T14:30:36+0000,The date and time that the order line was created (ISO 8601).,created: creation|create; date: time|timestamp,,,
OrderLine,deliveredQuantity,Float,Delivered quantity,5,The quantity of product or materials delivered.,quantity: qty,,,
OrderLine,deliveryMethod,String,Delivery method,SHP,Delivery method for the order line.,delivery: delv|receipt|recieved|deliv,,,
OrderLine,deliveryStatusByDate,String,Delivery status,PARTIALLY_DELIVERED,A calculated entry. The delivery status of the order line.,delivery: delv|receipt|recieved|deliv; date: time|timestamp,,,
OrderLine,description,String,Description,Rectangular widgets 2 lots of 100 eacg,Description of the goods or products in the order line.,,,,
OrderLine,estimatedDeliveryDelay,Float,Estimated delivery delay,-1,A calculated entry. The hours between the latest ETA on any shipment and the order line requested delivery date.,delivery: delv|receipt|recieved|deliv,,,
OrderLine,fulfillmentStatus,String,Fulfillment status,ASSIGNED,"Fulfillment status of the order line. For example, ASSIGNED.",,,,
OrderLine,invoiceLines,InvoiceLinesCursor,Invoice lines,(see object),Reference to the invoice lines associated with the order line.,,,,
OrderLine,invoiceQuantity,Float,Invoice quantity,5,Derived data for Sum THIS.invoiceLines.quantity.,quantity: qty,,,
OrderLine,invoiceStatus,String,Invoice status,"None, partial, complete","An indication whether some or all orders were included in an invoice. For example, none, partial, or complete.",,,,
OrderLine,lastModifiedDate,String,Last modified date,2023-06-28T14:30:36+0000,The date and time the order line was last modified in source system (ISO 8601).,last: lst; modified: update|updated; date: time|timestamp,,,
OrderLine,mrpControllerCode,String,Mrp controller code,R90,Code indicating the person or group that controls the order line in the upstream material planning system.,,,,
OrderLine,openQuantity,Float,Open quantity,5,The quantity in the order line that is not yet delivered.,quantity: qty,,,
OrderLine,orderAllocations,OrderAllocationsCursor,Order allocations,(see object),Reference to the order allocations associated with the order line.,order: PO|sale|sold,,,
OrderLine,orderLineIdentifier,String,Order line identifier,43BDD-100,Unique identifier for an order line.,order: PO|sale|sold; identifier: id|number|code|num|no.,,,
OrderLine,orderReleaseKey,String,Order release key,n/a,Order release key.,order: PO|sale|sold,,,
OrderLine,orderSublines,OrderSublinesCursor,Order sublines,(see object),Reference to the order sublines associated with the order line.,order: PO|sale|sold,,,
OrderLine,paymentTerms,String,Payment terms,n/a,Description of payment terms associated with the order line.,,,,
OrderLine,paymentType,String,Payment type,n/a,Payment type description or code that is associated with the order line.,,,,
OrderLine,pcfComplianceRecord,ComplianceRecord,Pcf compliance record,(see object),Reference to the product carbon footprint associated with the order line.,,,,
OrderLine,plannedDeliveryDate,String,Planned delivery date,2023-06-28T14:30:36+0000,The date and time that the order line is planned for delivery (ISO 8601).,planned: expected|requested; delivery: delv|receipt|recieved|deliv; date: time|timestamp,,,
OrderLine,plannedDeliveryDelay,Float,Planned delivery delay,3,A calculated entry. The the planned delivery delay in hours.,planned: expected|requested; delivery: delv|receipt|recieved|deliv,,,
OrderLine,plannedShipDate,String,Planned ship date,2023-06-28T14:30:36+0000,The date and time that fulfillment expects to ship the order line (ISO 8601).,planned: expected|requested; ship: shipped; date: time|timestamp,,,
OrderLine,plannedShipDelay,Float,Planned ship delay,2,A calculated entry. The hours between the planned and requested delivery date.,planned: expected|requested; ship: shipped,,,
OrderLine,product,Product,Product,(see object),Reference to the product that is contained in the order line.,product: creation|prod,,,
OrderLine,productAssociation,ProductAssociation,Product association,(see object),Reference to the product associations relevant for the order line.,product: creation|prod,,,
OrderLine,productValue,Float,Product value,2170,Total value of products or materials in the order line.,product: creation|prod,,,
OrderLine,quantity,Float,Quantity,5,Quantity of products or materials in the order line.,quantity: qty,,,
OrderLine,quantityUnits,String,Quantity units,EA,Units of measure from the source system.  Standard UOM or ISO format.,quantity: qty,,,
OrderLine,recycledContentComplianceRecord,ComplianceRecord,Recycled content compliance record,,Reference to the recycled content allocations associated with the order line.,,,,
OrderLine,remark,String,Remark,None,Optional free text notes about the order line.,,,,
OrderLine,requestedDeliveryDate,String,Requested delivery date,2023-06-28T14:30:36+0000,The date and time that the buyer requested the order line be delivered (ISO 8601).,requested: expected|planned; delivery: delv|receipt|recieved|deliv; date: time|timestamp,,,
OrderLine,requestedShipDate,String,Requested ship date,2023-06-28T14:30:36+0000,The date and time that the buyer requested the order line be shipped (ISO 8601).,requested: expected|planned; ship: shipped; date: time|timestamp,,,
OrderLine,shipFromInstructionLocation,Location,Ship from instruction location,(see object),Reference to sending from a location associated with the order line.,ship: shipped; location: parcel,,,
OrderLine,shipToLocation,Location,Ship to location,(see object),Reference to sending to a location associated with the order line.,ship: shipped; location: parcel,,,
OrderLine,shipmentCount,Int,Shipment count,5,The number of shipment lines associated with the order line.,shipment: ship,,,
OrderLine,shipmentLines,ShipmentLinesCursor,Shipment lines,(see object),Reference to the shipment lines associated with the order line.,shipment: ship,,,
OrderLine,shipmentStatus,String,Shipment status,"None, partial, shipped",Derived data for status about shippedQuantity.,shipment: ship,,,
OrderLine,shipmentStatusByDate,String,Shipment status,FULLY_SHIPPED,A calculated entry. An indication whether some or all order lines were included in a shipment.,shipment: ship; date: time|timestamp,,,
OrderLine,shipmentsInTransit,Int,Shipments in transit,5,"A calculated entry. The number of shipments in the order line, which are in transit.",,,,
OrderLine,shippedQuantity,Float,Shipped quantity,5,The quanity of shipped products associated with this order line.,shipped: ship; quantity: qty,,,
OrderLine,status,String,Order line status,On hold,Status of an order line.,,,,
OrderLine,tax,String,Tax,n/a,Tax associated with an order line.,,,,
OrderLine,taxName,String,Tax name,n/a,Name of the tax type.,,,,
OrderLine,taxPercentage,Float,Tax percentage,n/a,Tax percentage associated with an order line.,,,,
OrderLine,totalEmissions,Float,Total emissions,98.5,Total emission of an order line.,,,,
OrderLine,value,Float,Total value,10850,Total value of products or materials in the order line.,,,,
OrderLine,valueCurrency,String,Value currency,USD,Currency designation in ISO 4217 format.,,,,
Shipment,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Orders and shipments,Risk management|Inbound supply|Outbound logistics,   --------   
Shipment,shipmentType,String,Shipment type,"INBOUND, OUTBOUND, TRANSFER",Used to designate whether an order is inbound or outbound.,shipment: ship,,,required fields: shipmentType
Shipment,shipmentIdentifier,String,Shipment ID,5486874,Unique identifier for a shipment.,shipment: ship; identifier: id|number|code|num|no.,,,required fields: shipmentIdentifier
Shipment,acknowledgements,AcknowledgementsCursor,Acknowledgements,(see object),Reference to acknowledgement associated with the shipment.,,,,
Shipment,actualDeliveryDelay,Float,Actual delivery delay,3,A calculated entry. The hours between actual and committed time of arrival.,delivery: delv|receipt|recieved|deliv,,,
Shipment,actualShipDate,String,Actual ship date,2023-06-28T14:30:36+0000,The date and time that the shipment was actually shipped by the seller (ISO 8601).,ship: shipped; date: time|timestamp,,,
Shipment,actualTimeOfArrival,DateTime,Actual time of arrival,2023-06-28T14:30:36+0000,The date and time that the shipment was actually delivered (ISO 8601).,time: date|timestamp,,,
Shipment,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
Shipment,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
Shipment,airwayMasterNumber,String,Airway master number,2645842,"Used in Air Freight transport method, a contract of carriage between a forwarder and a carrier.",number: num|no.,,,
Shipment,billOfLadingNumber,String,Bill of lading number,4565217-7,A detailed list of a shipment of goods in the form of a receipt. This shipment is from the courier to the person who consigns the goods.,number: num|no.,,,
Shipment,buyer,Organization,Customer,(see object),Reference to customer associated with the shipment.,,,,
Shipment,calculatedNumValue,Float,Calculated num value,,,,,,
Shipment,calculatedStringValue,String,Calculated string value,,,,,,
Shipment,carrier,Organization,Carrier,(see object),Reference to carrier associated with the shipment.,,,,
Shipment,carrierContainer,String,Carrier container,0,Container number assigned when an applicable delivery method is used.,container: containers,,,
Shipment,cartons,String,Cartons,2,The number of cartons in the total shipment.,,,,
Shipment,committedTimeOfArrival,DateTime,Committed time of arrival,2023-06-28T14:30:36+0000,The date and time that the seller has committed for the shipment to be delivered (ISO 8601).,committed: commit; time: date|timestamp,,,
Shipment,currentLocationCoordinates,String,Current location coordinates,"35.792603, -78.883066","Geospatial coordinates of the shipment current location (latitude, longitude).",location: parcel,,,
Shipment,currentRegion,String,Current region,US-East,Description of the current geographical region of the shipment.,,,,
Shipment,dateCreated,String,Date created,2023-06-28T14:30:36+0000,The date and time that the shipment was created (ISO 8601).,date: time|timestamp; created: creation|create,,,
Shipment,deliveryMethod,String,Delivery method,SHP,"Transport carriage type.  Air Freight, Courier, LTL (less than truckload), Truckload, Padded Van, rail, etc.",delivery: delv|receipt|recieved|deliv,,,
Shipment,department,String,Department,n/a,The name or code of the department that owns this shipment.,,,,
Shipment,estimatedDeliveryDelay,Float,Estimated delivery delay,1,A calculated entry. The hours between the carrier ETA and the committed time of arrival.,delivery: delv|receipt|recieved|deliv,,,
Shipment,estimatedTimeOfArrival,DateTime,Estimated time of arrival,2023-06-28T14:30:36+0000,The date and time that the shipment is expected to be delivered (ISO 8601).,time: date|timestamp,,,
Shipment,exclude,String,Exclude,yes,"Free-form label, which identifies shipments that are not to be included in KPI calculations.",,,,
Shipment,expectedDeliveryDuration,Float,Expected delivery duration,5,"The expected amount of time this shipment is in transit, recorded in days.",delivery: delv|receipt|recieved|deliv,,,
Shipment,expectedPathOfShipment,String,Expected path of shipment,"35.792603, -78.883066",A list of geospatial coordinates that indicate that expected locations along the shipment traverse.,shipment: ship,,,
Shipment,expeditedShipping,String,Expedited shipping,Yes,An indication of whether expedited shipping is needed for the shipment.,,,,
Shipment,expeditedShippingCost,Float,Expedited shipping cost,89.7,Cost of expedited shipment.,,,,
Shipment,expeditedShippingCostCurrency,String,Expedited shipping cost currency,USD,Currency designation in ISO 4217 format.,,,,
Shipment,freightForwarder,String,Freight forwarder,0,Non-asset-based logistics services company.,,,,
Shipment,houseAirwayBill,String,House airway bill,123456789,A bill of lading for air transport. This expectedPathOfShipment can also be a contract of carriage between a shipper (or Beneficial Cargo Owner) and the freight forwarder.,,,,
Shipment,invoices,InvoicesCursor,Invoices,(see object),Reference to the invoices that are associated with the shipment.,,,,
Shipment,lastModifiedDate,String,Last modified date,2023-06-28T14:30:36+0000,The date and time the shipment was last modified in source system (ISO 8601).,last: lst; modified: update|updated; date: time|timestamp,,,
Shipment,lineCount,Int,Line count,5,Count of shipment lines associated with the shipment.,,,,
Shipment,manifest,String,Manifest,44485777,"A document that is typically presented to the carrier, which outlines the individual shipping orders that are included in a shipment.",,,,
Shipment,netWeight,String,Freight terms,1000,Raw weight of products in the shipment.,,,,
Shipment,orders,OrdersCursor,Orders,(see object),Reference to orders associated with the shipment.,,,,
Shipment,pallets,String,Pallets,33,The number of pallets in the total shipment.,,,,
Shipment,parcelTrackingNumber,String,Parcel tracking number,1Z0264920233,Assigned to an individual package delivered that uses a courier service.,number: num|no.,,,
Shipment,parentAsset,Asset,Parent asset,(see object),Reference to current parent asset associated with the shipment.,asset: building|structure|property,,,
Shipment,payments,PaymentsCursor,Payments,(see object),Reference to the payments that are associated with the shipment.,,,,
Shipment,predictedDeliveryDelay,Float,Predicted delivery delay,2,A calculated entry. The hours between the predicted ETA and the committed time of arrival.,delivery: delv|receipt|recieved|deliv,,,
Shipment,predictedTimeOfArrival,DateTime,Predicted time of arrival,2023-06-28T14:30:36+0000,The predicted date and time that the shipment is expected to be delivered (ISO 8601).,time: date|timestamp,,,
Shipment,proNumber,String,Pro number,8422554111,"Any progressive or serialized number that is applied for identification of freight bills, bills of lading, and so on.",number: num|no.,,,
Shipment,quantityCommit,Float,Quantity commit,100,A committed number of products or materials for the shipment.,quantity: qty,,,
Shipment,quantityCommitUnits,String,Quantity commit units,EA,Units of measure from the source system.  Standard UOM or ISO format.,quantity: qty,,,
Shipment,quantityShipped,Float,Quantity shipped,100,The sent number of products or materials in this shipment.,quantity: qty; shipped: ship,,,
Shipment,quantityShippedUnits,String,Quantity shipped units,EA,Units of measure from the source system.  Standard UOM or ISO format.,quantity: qty; shipped: ship,,,
Shipment,requestedTimeOfArrival,DateTime,Requested time of arrival,2023-06-28T14:30:36+0000,The date and time that the buyer requested the order to be delivered (ISO 8601).,requested: expected|planned; time: date|timestamp,,,
Shipment,revisedEstimatedTimeOfArrival,DateTime,Revised estimated time of arrival,2023-06-28T14:30:36+0000,Revised date and time that the shipment is expected to be delivered (ISO 8601).,time: date|timestamp,,,
Shipment,scacCodeInstructions,String,Scac code instructions,n/a,Standard Carrier Alpha Code (SCAC) which identifies the expected transportation company.,,,,
Shipment,shipAckType,String,Ship ack type,Acknowledged,Shipment acknowledge type.,ship: shipped; ack: acknowledgement,,,
Shipment,shipFromLocation,Location,Ship from location,(see object),Reference to ship from location associated with the shipment,ship: shipped; location: parcel,,,
Shipment,shipToLocation,Location,Ship to location,(see object),Reference to send to the location associated with the shipment.,ship: shipped; location: parcel,,,
Shipment,shipmentConfirmTimestamp,DateTime,Shipment confirm timestamp,2023-06-28T14:30:36+0000,The date and time that the shipment was confirmed by the shipper/carrier (ISO 8601).,shipment: ship; confirm: confirmation; timestamp: date|time,,,
Shipment,shipmentLines,ShipmentLinesCursor,Shipment lines,(see object),Reference to shipment lines associated with the shipment.,shipment: ship,,,
Shipment,shipmentSubtype,String,Shipment subtype,SMALL,Used to designate a further sublevel type.,shipment: ship,,,
Shipment,shipper,Organization,Shipper,(see object),Reference to the shipper ID associated with the shipment.,,,,
Shipment,shippingCost,Float,Shipping cost,75.6,The cost of shipment.,,,,
Shipment,shippingCostCurrency,String,Shipping cost currency,USD,Currency designation in ISO 4217 format.,,,,
Shipment,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
Shipment,status,String,Status,Shipped,Overall status of the shipment.,,,,
Shipment,statusByDate,String,Shipment status,IN_TRANSIT,"A calculated entry. An indication whether the shipment shipped, delivered, or is in-transit.",date: time|timestamp,,,
Shipment,trailerNumber,String,Trailer number,n/a,Identifies the code of the container or trailer that contains this shipment.,trailer: truck; number: num|no.,,,
Shipment,transportDescription,String,Transport description,Air Express Expedite,The description or name of the transportation service that is used.,,,,
Shipment,transportMode,String,Transport mode,Air,Method of transportation.,,,,
Shipment,vendor,Organization,Supplier,(see object),Reference to supplier associated with the shipment.,vendor: buyer|organization|carrier|supplier|customer|org,,,
Shipment,volume,String,Volume,345,The total volume of the shipment in cubic meters.,,,,
Shipment,weight,String,Weight,100,Gross weight of the shipment.,,,,
Shipment,weightUnits,String,Weight units,LB,Units of measure from the source system.  Standard UOM or ISO format.,,,,
ShipmentLine,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Orders and shipments,Inbound supply|Outbound logistics,   --------   
ShipmentLine,shipmentLineNumber,String,Shipment line number,100,Sequential number of the shipment line.,shipment: ship; number: num|no.,,,required fields: shipmentLineNumber
ShipmentLine,shipment,Shipment,Shipment,(see object),Reference to the shipment that contains the shipment line.,shipment: ship,,,required fields: shipment.shipmentIdentifier; shipment.shipmentType
ShipmentLine,actualShipDate,DateTime,Actual ship date,2023-06-28T14:30:36+0000,The date and time that the shipment was actually shipped by the seller (ISO 8601).,ship: shipped; date: time|timestamp,,,
ShipmentLine,actualTimeOfArrival,DateTime,Actual time of arrival,2023-06-28T14:30:36+0000,The date and time that the shipment was actually delivered (ISO 8601).,time: date|timestamp,,,
ShipmentLine,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
ShipmentLine,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
ShipmentLine,calculatedNumValue,Float,Calculated num value,,,,,,
ShipmentLine,calculatedStringValue,String,Calculated string value,,,,,,
ShipmentLine,committedTimeOfArrival,DateTime,Committed time of arrival,2023-06-28T14:30:36+0000,The date and time that the seller has committed for the shipment to be delivered (ISO 8601).,committed: commit; time: date|timestamp,,,
ShipmentLine,dateCreated,String,Date created,2023-06-28T14:30:36+0000,The date and time that the shipment line was created (ISO 8601).,date: time|timestamp; created: creation|create,,,
ShipmentLine,description,String,Description,n/a,Description associated with shipment line.,,,,
ShipmentLine,estimatedTimeOfArrival,DateTime,Estimated time of arrival,2023-06-28T14:30:36+0000,The date and time that the shipment is expected to be delivered (ISO 8601).,time: date|timestamp,,,
ShipmentLine,lastModifiedDate,String,Last modified date,2023-06-28T14:30:36+0000,The date and time the shipment line was last modified in source system (ISO 8601).,last: lst; modified: update|updated; date: time|timestamp,,,
ShipmentLine,nodeType,String,Node type,Store,A type of node.,,,,
ShipmentLine,order,Order,Order,(see object),Reference to the order associated with shipment line.,order: PO|sale|sold,,,
ShipmentLine,orderLine,OrderLine,Order line,(see object),Reference to the order line that this shipment line is fulfilling.,order: PO|sale|sold,,,
ShipmentLine,parcelTrackingNumber,String,Parcel tracking number,1Z0264920233,Parcel tracking number associated with shipment line.,number: num|no.,,,
ShipmentLine,product,Product,Product,(see object),Reference to product records for this shipment line.,product: creation|prod,,,
ShipmentLine,productLot,ProductLot,Product lot,(see object),Reference to product lot associated with the shipment line.,product: creation|prod,,,
ShipmentLine,productValue,Float,Product value,2170,The value of the product.,product: creation|prod,,,
ShipmentLine,quantity,Float,Quantity,5,Quantity of shipment lines.,quantity: qty,,,
ShipmentLine,quantityUnits,String,Quantity units,EA,Units of measure from the source system.  Standard UOM or ISO format.,quantity: qty,,,
ShipmentLine,releaseNo,String,Release no,1,A release number.,,,,
ShipmentLine,shipmentSublines,ShipmentSublinesCursor,Shipment sublines,(see object),Reference to the shipment sublines associated with a shipment line.,shipment: ship,,,
ShipmentLine,statusByDate,String,Status by date,FULLY_SHIPPED,"A calculated entry. An indication whether the shipment line was shipped, delivered, or is in-transit. For example, FULLY_SHIPPED.",date: time|timestamp,,,
ShipmentLine,value,Float,Value,10850,A value of the shipment lines.,,,,
ShipmentLine,valueCurrency,String,Value currency,USD,Currency designation in ISO 4217 format.,,,,
ExternalEvent,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Risk,Risk management,   --------   
ExternalEvent,actualEnd,DateTime,Actual end,2023-06-28T14:30:36+0000,The date and time that the event will end (ISO 8601).,,,,
ExternalEvent,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
ExternalEvent,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
ExternalEvent,address1,String,Address1,Keji South 1st Rd,Street address line one that is associated with the event.,,,,
ExternalEvent,address2,String,Address2,n/a,Street address line two that is assiociated with the event.,,,,
ExternalEvent,areaCounty,String,Area-county,Western Highlands,"Area country that is associated with an external event. For example, Western Highlands.",,,,
ExternalEvent,attribution,String,Attribution,National Weather Service,A display attribution of the event source.,,,,
ExternalEvent,attributionLink,String,Attribution link,http://nws.org,A URL link to the source of the events.,,,,
ExternalEvent,calculatedNumValue,Float,Calculated num value,,,,,,
ExternalEvent,calculatedStringValue,String,Calculated string value,,,,,,
ExternalEvent,city,String,City,Guangdong Sheng,Name of the city that is associated with the external event.,,,,
ExternalEvent,country,String,Country,Malaysia,Name of the country that is associated with the external event.,,,,
ExternalEvent,dateRaised,DateTime,Date raised,2023-06-28T14:30:36+0000,The date and time that the event was first recorded (ISO 8601).,date: time|timestamp,,,
ExternalEvent,description,String,Description,lorem ipsum,A description of the external event.,,,,
ExternalEvent,eventSource,String,Source,Thompson Reuters,The name of the event source.,,,,
ExternalEvent,externalEventSubType,String,External event sub type,Weather,Used to designate a further sub level type.,,,,
ExternalEvent,externalEventType,String,External event type,Weather,Type of external event in the plan that is used for categorization or filtering.,,,,
ExternalEvent,forecastedEnd,DateTime,Forecasted end,2023-06-28T14:30:36+0000,The predicted or forecasted The date and time when the event is no longer present (ISO 8601).,,,,
ExternalEvent,lastUpdate,DateTime,Last update,2023-06-28T14:30:36+0000,The date and time that the event was last updated (ISO 8601).,last: lst,,,
ExternalEvent,location,Location,Location,RI-L252,Reference to the location ID that is associated with the external event.,location: parcel,,,
ExternalEvent,locationCoordinates,String,Location coordinates,"35.792603, -78.883066","Geospatial coordinates of the event center (latitude, longitude).",location: parcel,,,
ExternalEvent,postalCode,String,Postal code,518057,The postal code or zip code that is associated with external event.,postal: zip|zipcode,,,
ExternalEvent,radius,Float,Radius,5000,A radius of the circle or sphere that the event has influence over.,,,,
ExternalEvent,radiusUnit,String,Radius unit,km,A unit of measurement from the source system.,,,,
ExternalEvent,severity,String,Severity,3,A severity ranking of the event from the source system.,,,,
ExternalEvent,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
ExternalEvent,start,DateTime,Start,2023-06-28T14:30:36+0000,The Beginning or onset date and time of the event (ISO 8601).,,,,
ExternalEvent,stateProvince,String,State-province,Shenzhen Shi,A state or province that is associated with an external event.,,,,
ExternalEvent,status,String,Status,Active,A current status that is associated with the external event.,,,,
ExternalEvent,subject,String,Subject,Typhoon approaching Malaysia,A brief description of the external event.,,,,
GeoCorrelationIssue,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Risk,Risk management,   --------   
GeoCorrelationIssue,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
GeoCorrelationIssue,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
GeoCorrelationIssue,businessObject,BusinessObjectReference,Business object,(see object),"The Identifier of the related business object. For example, Shipment.Id",,,,
GeoCorrelationIssue,businessObjectCoordinates,String,Business object coordinates,"22.543615, 113.942662","Geospatial coordinates of the related object (latitude, longitude)",,,,
GeoCorrelationIssue,businessObjectCoordinatesFieldPath,String,Business object coordinates field path,coordinates,Field name of the geospatial coordinates source.,,,,
GeoCorrelationIssue,calculatedNumValue,Float,Calculated num value,,,,,,
GeoCorrelationIssue,calculatedStringValue,String,Calculated string value,,,,,,
GeoCorrelationIssue,correlationType,String!,Correlation type,geoCorrelation,"Type name of the correlation rule, which set this issue.",,,,
